stop_id,stop_name,stop_lat,stop_lon
10492,Wiemersdorf,53.954628,9.916483
10671,Bad Münstereifel,50.558914,6.764369
10759,Roztoky u Jilemnice,50.554592,15.489965
10797,Wernigerode Wdk_Wdh 003 P3,51.82241,10.7543
10950,Karlsruhe Central Station (FlixTrain),48.99328,8.401294
11027,Malchin,53.743416,12.761041
11038,Harsum,52.206497,9.965697
11047,S Nikolassee,52.43174,13.194195
11136,Leuthen(Cottbus),51.69573,14.256493
11176,Schongau,47.81233,10.902459
11267,Rickling,53.999058,10.168318
11390,Zürich Flughafen,47.450386,8.562402
11412,Daxlanden Karl-Delisle-Straße,48.99576,8.337785
11492,Quickborner Straße,53.734425,9.989818
11510,Helmsdorf(Pirna),51.034206,14.046491
11652,Herten(Westf),51.597507,7.139053
11889,Rammelsbach,49.54213,7.444075
11899,Stolberg-Rathaus,50.768555,6.229845
12078,Dessau Hbf,51.839867,12.234945
12122,Pilnikov,50.53422,15.8129
12229,Schallstadt,47.955948,7.753888
12295,Nordstemmen,52.167522,9.790594
12609,Blumenthal(Mark),53.076553,12.334002
12682,Rackwitz(Leipzig),51.44032,12.37513
12692,Witten Hbf,51.435543,7.329442
12910,Triangel,52.509506,10.57824
12963,Kettwig Stausee,51.35661,6.939145
12980,Wernigerode Wdt_Wdk 002 P2,51.83223,10.78044
13040,Bottrop-Vonderort,51.501728,6.912294
13076,Gettenau-Bingenheim,50.379696,8.885976
13098,Schnepfenthal,50.884,10.57587
13115,Hildbrandsgrün,50.210377,11.728323
13178,Stockstadt(Main),49.976627,9.063369
13197,Biederitz,52.15271,11.716466
13285,Blankenloch Tolna-Platz,49.06007,8.469227
13394,Hagsfeld Reitschulschlag,49.042526,8.4608
13624,Beringerfeld,47.69531,8.592771
13629,Wilthen,51.09328,14.391502
13648,Wernigerode Sr_Drt 003 P3,51.81783,10.73637
13782,Radeburg Bahnhof,51.20927,13.728216
13795,Weil im Schönbuch Röte,48.620865,9.049961
13822,Mechterstädt,50.94378,10.521367
13934,Weißenfels,51.204617,11.970926
13943,Hinterweidenthal,49.201538,7.747673
13967,Sluknov zast.,51.006775,14.435561
14071,Jägersfreude,49.26576,7.00497
14120,Banteln,52.066265,9.75033
14227,Lohsa,51.37417,14.404144
14262,Maintal West,50.140987,8.805296
14286,Sinzheim Nord,48.77082,8.169792
14293,Kornwestheim Pbf,48.86222,9.179964
14373,Neuenhaus Süd,52.4871,6.98405
14419,Förtha(Eisenach),50.938854,10.262007
14426,Berkenbrück,52.357075,14.166475
14499,Löhne(Westf),52.19665,8.7135
14612,Kreuzau-Eifelstraße,50.742798,6.49194
14629,Ahlen(Westf),51.761063,7.895488
14763,Koenigsmacker,49.396545,6.273417
14792,Üdingen,50.728107,6.481437
14890,Laußnitz,51.24825,13.879653
14899,Sellstedt,53.51553,8.723057
14911,Köln-Stammheim,50.99007,7.002095
14970,Auerbach(V) ob Bf,50.519135,12.382054
15157,Schwarzenbek,53.503834,10.484782
15184,Rietheim(Württ),48.03901,8.782636
15262,Niedersachswerfen,51.545067,10.76389
15297,Frankfurt-Griesheim,50.094334,8.606394
15474,Harrachov,50.77151,15.393171
15481,Friedrichstal b Freudenstadt,48.481804,8.376926
15573,Kuty(Gr),48.71108,17.000406
15650,Wernigerode Sr_Drt 013 P13,51.8006,10.72926
15655,Pforzheim-Weißenstein,48.865208,8.676399
15753,Nove Mesto p.Smrkem,50.924747,15.224189
15765,Petersroda,51.569958,12.285349
15884,Suchdol nad Odrou,49.642,17.938858
15888,Ahlhorn,52.899323,8.209429
16086,Düsseldorf Flughafen,51.292007,6.786836
16100,Ellefeld,50.488003,12.384382
16248,Hildburghausen,50.425133,10.717828
16315,Coesfeld(Westf),51.939808,7.163687
16449,Köln-Holweide,50.97627,7.041235
16488,Seelvitz,54.36761,13.561281
16516,Paulinenaue,52.67589,12.71327
16583,Bad Zurzach,47.588314,8.295588
16589,S Lichterfelde West,52.443317,13.29358
16639,Naleczow,51.31779,22.21296
16908,Kerkerbach,50.40188,8.135717
16917,S+U Berlin Hauptbahnhof,52.526695,13.369614
17024,Castrop-Rauxel Süd,51.5503,7.310186
17039,Kirnbach-Grün,48.36193,8.105907
17087,Greiz,50.652973,12.194465
17272,Rosenau(b Grafenau),48.87413,13.408466
17480,Markkleeberg Nord,51.288,12.372204
17486,Hechingen Landesbahn,48.35905,8.968155
17546,Hemmerde,51.553944,7.803364
17625,Biedenkopf,50.90894,8.530353
17646,Gladbeck West,51.57492,6.976389
17708,Vejprty koupaliste,50.483406,13.033537
17715,Friedewald Bad,51.138046,13.662594
17727,Steinach(Baden),48.298992,8.056469
17772,Elend Eld_Ab 005 P5,51.73634,10.68063
17794,Gundelshausen,48.94488,12.003553
17802,Immensen-Arpke,52.391357,10.084479
17863,Obercarsdorf,50.86025,13.665174
17886,Königsbronn,48.739517,10.116135
17946,Burgholzhausen v d H,50.257793,8.677106
18033,Rauenstein(Thür),50.412254,11.047486
18188,Löwenberg(Mark),52.89646,13.190169
18236,Augsburg-Oberhausen,48.38077,10.872533
18410,Soltau(Han),52.983017,9.831109
18618,Brunnen(Oberbay),48.629158,11.2981
18641,Sorge So_Bek 005 P5,51.67893,10.6985
18660,Demitz-Thumitz,51.14214,14.239622
18690,Kronweiler,49.655586,7.262416
18791,Aix-en-Provence TGV,43.45517,5.317224
18802,Brannenburg,47.741356,12.106464
18955,Berzhahn,50.53989,8.006031
19109,Konstanz-Fürstenberg,47.67748,9.162847
19111,S Julius-Leber-Brücke,52.486412,13.361128
19381,Großkorbetha,51.26732,12.022171
19389,Laubendorf,49.494366,10.752696
19788,Münster-Häger,52.02206,7.562341
19808,Rheinzabern Rappengasse,49.114838,8.273291
19828,Bochum-Langendreer West,51.47803,7.304327
19939,Bützow,53.837112,11.998194
20082,Wels Hbf,48.166077,14.026569
20149,Leipzig-Gohlis,51.36286,12.374533
20225,Wahlitz,52.109177,11.788868
20288,Montabaur,50.444836,7.825333
20375,S Baumschulenweg,52.467537,13.489686
20505,Herleshausen Hp,51.002644,10.171661
20642,Scinawa,51.409657,16.421356
20687,Offenbach-Bieber,50.09042,8.808589
20779,Diebach,50.12868,9.83766
20781,Bad Dürkheim-Trift,49.466415,8.193072
20827,Hermsdorf-Klosterlausnitz,50.903778,11.858626
20853,Haarhausen,50.867435,10.905715
20858,Wittenhagen,54.184006,13.05605
21031,Oostende,51.22849,2.926827
21068,Bischheim-Gersdorf,51.228416,14.045516
21189,Seligenstadt(b Würzburg),49.85426,10.102454
21387,"Chemnitz, Alt Chemnitz Center",50.7965,12.917756
21421,Dohna(Sachs),50.96119,13.855565
21428,Eschweiler Talbahnhof,50.81476,6.263203
21712,Halstenbek,53.63038,9.839092
21713,Haidenaab-Göppmannsbühl,49.885777,11.820045
21737,Ochsenfurt,49.663044,10.071776
21797,Eubigheim,49.50173,9.538015
21855,Seybothenreuth,49.894417,11.705542
22012,Hanau Nord,50.141434,8.925848
22056,"Oberbilk S U, Düsseldorf",51.208878,6.808098
22171,Plaue(Thür),50.778393,10.908698
22211,Kälberau,50.09091,9.091445
22424,Kostrzyn(Gr),52.57974,14.627094
22457,Ostseebad Kühlungsborn Mitte,54.141617,11.75344
22488,Bärnsdorf Bahnhof,51.166847,13.720697
22489,Rümlang,47.454067,8.532767
22508,Beelitz Stadt,52.241558,12.967232
22529,Trier-Zewen,49.71999,6.580891
22534,Ueckermünde Stadthafen,53.736202,14.052233
23074,S Kaulsdorf,52.512077,13.590479
23129,Burgthann,49.342476,11.309307
23146,Bernau(b Berlin),52.67533,13.592016
23389,Hochneukirch,51.103294,6.466316
23470,Hundsgrün,50.366257,12.211452
23482,Bad Steben,50.365093,11.64677
23561,Feldafing,47.946938,11.290224
23582,Velbert-Neviges,51.31316,7.090484
23626,Bernburg Hbf,51.79612,11.751455
23688,Nagold-Steinberg,48.541992,8.732717
23715,S+U Gesundbrunnen Bhf,52.549213,13.389895
23813,Basdahl Kluste,53.4542,9.012175
23858,Belfort-Montbéliard TGV,47.58594,6.897634
23914,Dabrowa Gornicza,50.330173,19.185452
23953,Scheuerfeld(Sieg),50.79194,7.837031
23994,Kirchheim (T) Süd,48.63983,9.452046
24034,Ingelbach,50.688904,7.726214
24113,Creußen(Oberfr),49.84947,11.628443
24178,Schönmünzach,48.605347,8.369354
24227,Prora,54.444984,13.564057
24232,Warnitz(Uckermark),53.183437,13.877225
24470,Würzburg-Zell,49.80494,9.884593
24606,"Chemnitz, Gustav-Freytag-Str",50.826145,12.920172
24647,St. Margrethen SG,47.453217,9.638262
24806,Ponikla,50.648582,15.45706
24885,Nieukerk,51.45808,6.375586
25026,Duisburg-Meiderich Süd,51.46883,6.780191
25034,Dortmund Universität,51.49274,7.417708
25239,Lutherstadt Wittenberg Hbf,51.86781,12.662285
25302,Neukloster(Kr Stade),53.48126,9.639721
25374,Langenprozelten,50.061573,9.661384
25388,"Europaplatz (U), Karlsruhe",49.010094,8.393678
25412,Schlattingen,47.666622,8.770434
25497,Schnega,52.869057,10.890386
25500,Hohenleipisch,51.492775,13.565034
25542,S Baumschulenweg,52.467495,13.489615
25549,Dissen-Bad Rothenfelde,52.11192,8.185298
25622,Rietschen,51.398838,14.783843
25679,Au(Sieg),50.773766,7.656537
25801,Temmels,49.68848,6.462523
25855,Menzingen(Baden),49.136234,8.775067
25929,Essen-Kray Süd,51.458054,7.074655
25941,Langenweddingen,52.045555,11.532404
26008,Erlangen Paul-Gossen-Straße,49.579292,10.99939
26099,Raspenava,50.89655,15.131205
26136,Neef,50.091053,7.139418
26323,Hude,53.10943,8.460956
26325,Neumünster,54.075752,9.979816
26548,Annaberg-Buchholz Süd,50.555885,12.997404
26622,Düsseldorf-Flingern,51.226242,6.810284
26631,Heilbronn Hbf,49.143307,9.207715
26705,S+U Jungfernheide Bhf,52.530445,13.299292
26777,Forchheim(b Karlsruhe),48.964787,8.338934
26815,Schwerin Süd,53.574787,11.377005
26883,Elend Drw_Eld 015 P15,51.74644,10.69356
26932,Baunatal-Guntershausen Gl.1 Ri. Kassel,51.230103,9.467305
26951,Neubrücke(Nahe),49.606068,7.172701
27118,"Bahnhof, Kolkwitz",51.757797,14.249733
27121,Oldentrup,52.01028,8.590814
27156,Romanshorn,47.56552,9.379371
27197,Grafenwiesen,49.202637,12.877825
27209,Donaueschingen Grüningen,47.98305,8.471824
27225,Jünkerath,50.344765,6.580933
27245,Oberasbach,49.41621,10.9632
27355,Mimon,50.65795,14.714704
27400,Rathenow,52.59951,12.354245
27531,Warthausen,48.129913,9.801661
27558,S Friedenau,52.470497,13.341152
27632,"Wasen, Ettlingen",48.9453,8.39879
27708,Frankfurt(M)Galluswarte,50.10403,8.64472
27775,Lembeck,51.751244,7.02548
27833,Mägerkingen,48.2878,9.222604
28017,Hörlkofen,48.24259,11.942341
28044,Ronnenberg,52.323074,9.651786
28157,Eppelborn,49.408657,6.967189
28401,Eitensheim,48.81598,11.319259
28409,Odense st,55.401775,10.386005
28560,Schalchen,48.056744,12.570878
28909,Maulburg,47.644375,7.780662
28963,Niedermittlau,50.178608,9.109264
29088,Dortmund Signal Iduna Park,51.490726,7.457573
29175,Patersdorf,49.01298,12.993575
