betriebstag_von,betriebstag_bis,grund,referenz
2026-08-22,2026-08-23,Die Gebietsliste veraltete mit der Fahrplanversion vom 22.08.2026: von 1.916 stop_ids standen danach noch 48 im Fahrplan. Erfasst wurden 3.381 und 2.456 Schienenfahrten gegen ein Fahrplan-Soll von 6.710 und 6.183.,BPULS-073
